201	60.04
202	60.8
203	59.95
204	60.15
205	59.53
206	59.51
207	59.23
208	59.48
209	59.87
210	60.89
211	59.99
212	60.06
213	59.82
214	60.21
215	59.59
216	60.26
217	59.91
218	59.96
219	59.46
220	59.3
221	59.66
222	59.65
223	59.36
224	60.14
225	60.2
226	60.3
227	59.82
228	59.27
229	59.02
230	59.97
231	59.7
232	59.47
233	59.76
234	59.43
235	58.9
236	59.53
237	58.85
238	59.69
239	59.54
240	59.87
241	59.18
242	59.74
243	60.2
244	60.16
245	59.86
246	60.48
247	59.76
248	59.88
249	59.93
250	59.47
251	60.16
252	60.06
253	58.96
254	59.22
255	61.07
256	60.5
257	60.01
258	60.58
259	59.68
260	59.77
261	60.78
262	61.92
263	61.74
264	61.79
265	60.72
266	61.82
267	61.61
268	61.76
269	61.37
270	62.26
271	62.05
272	61.67
273	61.85
274	61.97
275	61.05
276	61.89
277	61.64
278	60.11
279	59.92
280	60.8
281	59.96
282	60.75
283	60.23
284	61.05
285	60.74
286	61.19
287	60.81
288	61.7
289	62.05
290	60.46
291	62.66
292	62.81
293	61.92
294	61.98
295	61.66
296	61.48
297	61.63
298	62.27
299	62.89
300	63.21
301	62.3
302	63.68
303	63.61
304	63.27
305	63.02
306	63.12
307	63.49
308	62.24
309	62.43
310	62.37
311	61.94
312	61.78
313	61.33
314	62.46
315	61.98
316	62.81
317	61.69
318	61.54
319	62.47
320	61.72
321	61.67
322	62.14
323	60.87
324	62.08
325	62.17
326	62.63
327	63.12
328	62.46
329	62.23
330	62.28
331	61.92
332	61.98
333	62.96
334	63.3
335	63.29
336	63.17
337	63.58
338	64.18
339	64.43
340	64.74
341	63.72
342	64.72
343	64.28
344	63.26
345	63.55
346	63.22
347	63.62
348	63.24
349	63.96
350	63.99
351	63.02
352	63.93
353	63.31
354	63.46
355	63.17
356	63.72
357	63.3
358	63.42
359	65.04
360	65.49
361	64.59
362	64.01
363	64.57
364	64.24
365	64.89
366	64.35
367	63.64
368	63.92
369	64.67
370	65.4
371	64.17
372	65.14
373	64.21
374	64.99
375	64.45
376	64.62
377	62.65
378	63.41
379	63.58
380	63.09
381	63.57
382	63.73
383	63.25
384	63.71
385	63.97
386	64.19
387	64.18
388	63.29
389	64.47
390	63.56
391	62.41
392	64.36
393	62.82
394	63.18
395	63.14
396	63.81
397	64.63
398	64.62
399	64.16
400	64.96
401	65.39
402	65.2
403	65.9
404	65.93
405	66.29
406	65.52
407	63.53
408	64.11
409	64.04
410	64.74
411	64.27
412	64.23
413	63.89
414	64.04
415	65.24
416	64.45
417	64.56
418	63.56
419	65.38
420	63.34
421	64.41
422	64.97
423	64.4
424	65.43
425	65.52
426	66.53
427	66.0
428	65.7
429	65.63
430	65.63
431	66.29
432	65.92
433	65.89
434	67.23
435	66.28
436	65.74
437	65.1
438	65.26
439	65.69
440	65.59
441	64.76
442	64.93
443	64.85
444	64.65
445	64.48
446	64.18
447	64.8
448	64.64
449	65.07
450	64.34
451	63.71
452	64.33
453	62.95
454	63.91
455	63.26
456	62.69
457	62.42
458	61.94
459	62.13
460	62.54
461	62.25
462	62.13
463	63.17
464	63.75
465	62.6
466	63.74
467	62.59
468	64.43
469	63.35
470	62.93
471	62.58
472	63.2
473	63.23
474	63.36
475	63.54
476	63.31
477	63.27
478	63.01
479	62.95
480	61.97
481	63.05
482	62.17
483	62.14
484	62.54
485	61.98
486	61.97
487	63.17
488	63.01
489	62.93
490	62.95
491	63.07
492	64.72
493	63.62
494	64.56
495	64.2
496	64.76
497	64.8
498	64.81
499	64.43
500	65.14
501	63.66
502	66.4
503	65.2
504	65.8
505	65.81
506	65.57
507	65.42
508	65.27
509	66.55
510	65.78
511	66.03
512	64.47
513	63.44
514	63.14
515	64.28
516	63.49
517	65.4
518	64.01
519	64.81
520	63.55
521	64.31
522	64.08
523	64.64
524	63.99
525	63.54
526	63.13
527	62.84
528	63.81
529	64.8
530	65.74
531	65.11
532	66.72
533	66.43
534	66.29
535	65.42
536	65.49
537	65.01
538	64.35
539	64.51
540	63.59
541	63.39
542	64.54
543	63.79
544	64.02
545	63.09
546	64.07
547	62.91
548	62.23
549	62.46
550	62.1
551	62.79
552	61.81
553	61.53
554	63.76
555	63.75
556	64.16
557	63.14
558	61.74
559	61.37
560	62.18
561	61.93
562	62.82
563	61.7
564	61.78
565	60.79
566	61.03
567	60.4
568	60.97
569	60.83
570	60.39
571	60.03
572	60.89
573	60.6
574	60.27
575	60.12
576	60.55
577	60.66
578	60.12
579	60.17
580	60.45
581	60.2
582	60.36
583	59.27
584	59.89
585	60.72
586	60.76
587	61.52
588	60.76
589	60.01
590	60.45
591	60.73
592	60.08
593	60.9
594	60.98
595	59.78
596	60.35
597	60.81
598	60.28
599	60.48
600	60.66
601	60.98
602	60.41
603	60.66
604	60.76
605	61.65
606	60.78
607	60.13
608	59.46
609	60.8
610	60.25
611	61.55
612	61.55
613	62.16
614	62.33
615	62.44
616	62.85
617	62.5
618	62.51
619	62.79
620	62.44
621	61.76
622	61.96
623	62.0
624	61.85
625	61.54
626	62.25
627	61.64
628	61.71
629	61.14
630	61.61
631	61.14
632	60.88
633	61.24
634	61.25
635	60.91
636	60.7
637	60.99
638	59.94
639	60.11
640	59.49
641	60.14
642	61.6
643	61.04
644	60.74
645	60.68
646	61.16
647	61.17
648	61.58
649	61.68
650	62.72
651	61.05
652	61.35
653	61.47
654	60.41
655	60.71
656	60.08
657	61.16
658	60.59
659	60.92
660	61.24
661	61.18
662	61.27
663	61.69
664	61.97
665	61.46
666	62.4
667	62.06
668	60.63
669	60.63
670	62.19
671	61.46
672	61.23
673	60.41
674	61.0
675	59.49
676	60.29
677	60.64
678	60.76
679	61.06
680	59.71
681	60.37
682	60.33
683	60.43
684	59.72
685	59.02
686	59.45
687	59.51
688	59.77
689	59.29
690	59.3
691	59.55
692	59.59
693	59.42
694	58.71
695	59.81
696	58.94
697	59.07
698	59.05
699	59.03
700	58.12
701	58.54
702	58.89
703	57.37
704	58.99
705	57.93
706	57.17
707	57.87
708	57.76
709	57.47
710	57.31
711	57.81
712	57.91
713	58.28
714	58.34
715	58.8
716	58.75
717	58.37
718	57.59
719	58.96
720	58.36
721	58.89
722	58.48
723	58.49
724	57.79
725	58.34
726	58.49
727	59.49
728	58.95
729	58.61
730	58.46
731	58.66
732	57.87
733	58.5
734	58.36
735	59.04
736	58.96
737	58.87
738	59.2
739	58.06
740	58.0
741	58.27
742	58.16
743	59.18
744	60.04
745	59.92
746	60.19
747	61.05
748	60.78
749	60.31
750	59.64
